;;;;;;COLOMBIA. GINIS MUNICIPALES.  2000-2009.;;;;;;;
;;;;;; Catastro Jurisdicción IGAC.;;;;;;;
;;;;;;Fuente: Atlas de la distribución de la Propiedad Rural en Colombia. CEDE) UNINADES)-IGAC-Universidad de Antioquia. ;;;;;;;
;;;;;;;;;;;;;
CODIGO PROBLEM;CMPIOT;DEP AND MUN NO SPACE BTW WORD;Dep and mun no space;DEP NO SPACE;Mun no space;DEPARTAMENTO;MUNICIPIO;AÑO;GINI;AVALÚO;TIERRAS CALIDAD;PROPIETARIOS SIN REPETICION;PROPIETARIOS CON REPETICIÓN
;08078;ATLANTICOBARANOA;ATLANTICOBARANOA;ATLANTICO;BARANOA;ATLANTICO         ;BARANOA                     ;2003;0.711;0.695;0.711;0.735;0.744
;08078;ATLANTICOBARANOA;ATLANTICOBARANOA;ATLANTICO;BARANOA;ATLANTICO         ;BARANOA                     ;2004;0.711;0.694;0.711;0.725;0.732
;08078;ATLANTICOBARANOA;ATLANTICOBARANOA;ATLANTICO;BARANOA;ATLANTICO         ;BARANOA                     ;2005;0.713;0.697;0.713;0.727;0.731
;08078;ATLANTICOBARANOA;ATLANTICOBARANOA;ATLANTICO;BARANOA;ATLANTICO         ;BARANOA                     ;2006;0.712;0.696;0.712;0.724;0.727
;08078;ATLANTICOBARANOA;ATLANTICOBARANOA;ATLANTICO;BARANOA;ATLANTICO         ;BARANOA                     ;2007;0.721;0.713;0.721;0.707;0.733
;08078;ATLANTICOBARANOA;ATLANTICOBARANOA;ATLANTICO;BARANOA;ATLANTICO         ;BARANOA                     ;2008;0.720;0.714;0.720;0.697;0.721
;08078;ATLANTICOBARANOA;ATLANTICOBARANOA;ATLANTICO;BARANOA;ATLANTICO         ;BARANOA                     ;2009;0.721;0.713;0.721;0.700;0.721
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2000;0.558;0.835;0.558;0.558;0.616
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2001;0.558;0.835;0.558;0.558;0.616
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2002;0.553;0.802;0.553;0.558;0.597
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2003;0.593;0.833;0.593;0.539;0.561
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2004;0.519;0.780;0.519;0.535;0.565
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2005;0.727;0.787;0.727;0.710;0.685
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2006;0.673;0.802;0.673;0.649;0.621
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2007;0.676;0.788;0.676;0.611;0.598
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2008;0.953;0.967;0.953;0.234;0.185
;08001;ATLANTICOBARRANQUILLA;ATLANTICOBARRANQUILLA;ATLANTICO;BARRANQUILLA;ATLANTICO         ;BARRANQUILLA                ;2009;0.937;0.976;0.937;0.289;0.243
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2000;0.402;0.434;0.402;0.402;0.499
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2001;0.424;0.455;0.424;0.424;0.517
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2002;0.416;0.448;0.416;0.416;0.517
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2003;0.402;0.432;0.402;0.402;0.502
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2004;0.411;0.428;0.411;0.411;0.514
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2005;0.389;0.404;0.389;0.430;0.563
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2006;0.389;0.404;0.389;0.430;0.563
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2007;0.389;0.404;0.389;0.430;0.563
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2008;0.378;0.394;0.378;0.411;0.540
;08137;ATLANTICOCAMPODELACRUZ;ATLANTICOCAMPO DE LA CRUZ;ATLANTICO;CAMPO DE LA CRUZ;ATLANTICO         ;CAMPO DE LA CRUZ            ;2009;0.600;0.606;0.600;0.689;0.729
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2000;0.437;0.445;0.437;0.511;0.520
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2001;0.463;0.485;0.463;0.495;0.502
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2002;0.479;0.499;0.479;0.519;0.527
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2003;0.475;0.494;0.475;0.503;0.516
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2004;0.486;0.499;0.486;0.561;0.573
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2005;0.490;0.503;0.490;0.565;0.576
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2006;0.493;0.507;0.493;0.558;0.577
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2007;0.565;0.581;0.565;0.582;0.604
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2008;0.567;0.582;0.567;0.580;0.598
;08141;ATLANTICOCANDELARIA;ATLANTICOCANDELARIA;ATLANTICO;CANDELARIA;ATLANTICO         ;CANDELARIA                  ;2009;0.554;0.569;0.554;0.599;0.621
;08296;ATLANTICOGALAPA;ATLANTICOGALAPA;ATLANTICO;GALAPA;ATLANTICO         ;GALAPA                      ;2000;0.665;0.704;0.665;0.730;0.719
;08296;ATLANTICOGALAPA;ATLANTICOGALAPA;ATLANTICO;GALAPA;ATLANTICO         ;GALAPA                      ;2001;0.664;0.710;0.664;0.716;0.718
